2001,     573822,       9195,         231,         181,,       3780,       5003,      35232,       4949,      22313,       7970 
2002,     569157,       9322,         264,         262,,       3834,       4962,      36477,       5170,      21708,       9599 
2003,     557620,       9061,         249,         274,,       3941,       4597,      32696,       4671,      18119,       9906 
2004,     554239,       7590,         198,         222,,       3202,       3968,      26896,       3946,      14542,       8408 
2005,     582049,       8032,         195,         166,,       3700,       3971,      26133,       3577,      14836,       7720 
2006,     581530,       8772,         169,         185,,       3829,       4589,      27064,       3835,      15908,       7321 
2007,     588292,       8325,         181,         192,,       4265,       3687,      28922,       3926,      17390,       7606 
2008,     591833,       8509,         186,         186,,       4430,       3707,      30211,       3788,      19958,       6465 
2009,     599657,       8089,         145,         150,,       4404,       3390,      28495,       3696,      19267,       5532 
2010,     604912,       8026,         132,         187,,       4325,       3382,      28802,       4233,      19514,       5055 
2011,     619020,       7433,         108,         173,,       4094,       3058,      29654,       3850,      21347,       4457 
2012,     633427,       7866,          88,         236,,       4037,       3505,      30757,       3519,      23575,       3663 
2013,     649111,       8415,         103,         297,         395,       4082,       3835,      31097,       3316,      24547,       3234 
2014,     658893,       8199,         105,         352,         472,       3497,       4125,      34147,       3466,      26898,       3783 

Estimated crime in Florida

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,  16373330,     130713,         874,       6641,,      32867,      90331,     782517,     176052,     516548,      89917 
2002,  16691701,     128721,         911,       6753,,      32581,      88476,     777236,     177242,     511478,      88516 
2003,  16999181,     124280,         924,       6727,,      31523,      85106,     757696,     170644,     505489,      81563 
2004,  17385430,     123754,         946,       6612,,      29997,      86199,     727141,     166332,     482484,      78325 
2005,  17768191,     125957,         883,       6592,,      30141,      88341,     712998,     164783,     472912,      75303 
2006,  18089888,     129602,       1129,       6475,,      34147,      87851,     721101,     170873,     473774,      76454 
2007,  18251243,     131878,       1202,       6149,,      38155,      86372,     746249,     181836,     490783,      73630 
2008,  18328340,     126256,       1168,       5972,,      36268,      82848,     758889,     188472,     506902,      63515 
2009,  18537969,     113541,       1017,       5501,,      30911,      76112,     712010,     181884,     479867,      50259 
2010,  18838613,     101969,         987,       5373,,      26086,      69523,     669035,     169119,     458454,      41462 
2011,  19082262,      98198,         984,       5273,,      25622,      66319,     671200,     170171,     461408,      39621 
2012,  19320749,      94087,       1009,       5260,,      23889,      63929,     632988,     153563,     442095,      37330 
2013,  19600311,      91993,         972,       4765,       6767,      23200,      61054,     607170,     138915,     433344,      34911 
2014,  19893297,     107521,       1149,       6051,       8563,      24914,      72895,     679446,     143220,     493647,      42579 

Estimated crime in Georgia

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,   8405677,      41671,         598,       2180,,      14402,      24491,     347872,      71799,     238484,      37589 
2002,   8544005,      39271,         606,       2108,,      13432,      23125,     346559,      73932,     234591,      38036 
2003,   8676460,      39435,         657,       2234,,      14043,      22501,     369589,      79001,     247196,      43392 
2004,   8918129,      40217,         613,       2387,,      13656,      23561,     376656,      82992,     249426,      44238 
2005,   9132553,      40725,         564,       2143,,      14041,      23977,     378534,      84463,     249594,      44477 
2006,   9363941,      44754,         605,       2169,,      15511,      26469,     362712,      85140,     234445,      43127 
2007,   9544750,      46917,         720,       2198,,      17291,      26708,     371248,      90294,     238436,      42518 
2008,   9685744,      47353,         640,       2334,,      17808,      26571,     387917,     100564,     247709,      39644 
2009,   9829211,      42073,         566,       2323,,      14631,      24553,     360985,      98606,     229216,      33163 
2010,   9712157,      39068,         555,       2107,,      12372,      24034,     353449,      96947,     226161,      30341 
2011,   9812460,      36762,         549,       2066,,      12266,      21881,     357235,      96014,     231543,      29678 
2012,   9915646,      37675,         583,       2143,,      12502,      22447,     339473,      86992,     223875,      28606 
2013,   9994759,      37519,         563,       2022,       2891,      12704,      21361,     339808,      83459,     229190,      27159 
2014,  10097343,      38097,         580,       2159,       3048,      12417,      22052,     331316,      76428,     228034,      26854 

Estimated crime in Hawaii

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,   1227024,       3117,          32,         409,,       1142,       1534,      62830,      11162,      44925,       6743 
2002,   1240663,       3262,          24,         372,,       1210,       1656,      71976,      12722,      49344,       9910 
2003,   1248755,       3400,          22,         367,,       1168,       1843,      65867,      11409,      44807,       9651 
2004,   1262124,       3213,          33,         333,,         944,       1903,      60525,      10827,      41078,       8620 
2005,   1273278,       3253,          24,         343,,       1001,       1885,      61115,       9792,      42188,       9135 
2006,   1285498,       3608,          21,         353,,       1144,       2090,      54247,       8724,      37784,       7739 
2007,   1283388,       3544,          24,         377,,       1122,       2021,      52866,       9089,      37494,       6283 
2008,   1288198,       3510,          26,         363,,       1085,       2036,      45944,       9404,      31424,       5116 
2009,   1295178,       3550,          23,         385,,       1030,       2112,      47516,       9244,      33415,       4857 
2010,   1363359,       3603,          25,         377,,       1065,       2136,      45667,       8706,      31681,       5280 
2011,   1378129,       3465,          20,         353,,         994,       2098,      43874,       8165,      31240,       4469 
2012,   1390090,       3378,          21,         279,,       1125,       1953,      43419,       7653,      31901,       3865 
2013,   1408987,       3585,          32,         366,         508,         934,       2111,      45266,       7777,      32928,       4561 
2014,   1419561,       3680,          26,         314,         445,       1107,       2102,      43297,       7778,      31640,       3879 

Estimated crime in Idaho

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,   1320585,       3211,          30,         425,,         245,       2511,      38181,       7507,      28285,       2389 
2002,   1343124,       3419,          36,         497,,         240,       2646,      39128,       7441,      29060,       2627 
2003,   1367034,       3362,          26,         535,,         245,       2556,      40042,       7837,      29559,       2646 
2004,   1395140,       3452,          31,         594,,         241,       2586,      38799,       7671,      28389,       2739 
2005,   1429367,       3670,          35,         577,,         266,       2792,      38556,       8066,      27606,       2884 
2006,   1466465,       3666,          35,         611,,         294,       2726,      35135,       7545,      25154,       2436 
2007,   1499402,       3841,          49,         607,,         243,       2942,      34124,       7131,      24727,       2266 
2008,   1523816,       3680,          23,         579,,         239,       2839,      31940,       6748,      23532,       1660 
2009,   1545801,       3805,          24,         575,,         254,       2952,      31220,       6682,      23066,       1472 
2010,   1571102,       3464,          22,         533,,         213,       2696,      31436,       6513,      23594,       1329 
2011,   1583744,       3202,          35,         444,,         188,       2535,      32875,       6915,      24629,       1331 
2012,   1595590,       3348,          30,         495,,         243,       2580,      31825,       7240,      23203,       1382 
2013,   1612843,       3471,          29,         516,         674,         220,       2548,      30230,       6693,      21999,       1538 
2014,   1634464,       3468,          32,         468,         609,         204,       2623,      30316,       6428,      22227,       1661 

Estimated crime in Illinois

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,  12520227,      79270,         982,       4010,,      24931,      49347,     434648,      79158,     306757,      48733 
2002,  12586447,      75759,         961,       4370,,      25314,      45114,     430479,      81440,     304227,      44812 
2003,  12649087,      70376,         895,       4189,,      23786,      41506,     415885,      78345,     295907,      41633 
2004,  12712016,      69365,         780,       4220,,      22582,      41783,     403486,      76088,     287025,      40373 
2005,  12765427,      70496,         770,       4313,,      23255,      42158,     394670,      77635,     277662,      39373 
2006,  12831970,      69498,         780,       4078,,      23782,      40858,     387478,      77259,     272578,      37641 
2007,  12852548,      68528,         752,       4103,,      23100,      40573,     377322,      75524,     267911,      33887 
2008,  12901563,      67780,         790,       4118,,      24054,      38818,     378355,      78968,     266815,      32572 
2009,  12910409,      64185,         773,       3901,,      22923,      36588,     353347,      77850,     248821,      26676 
2010,  12841980,      57132,         704,       3066,,      20386,      32976,     349064,      77472,     242681,      28911 
2011,  12859752,      54523,         781,       3030,,      20217,      30495,     344468,      77719,     237362,      29387 
2012,  12868192,      53556,         770,       3581,,      19480,      29725,     332706,      71100,     235314,      26292 
2013,  12890552,      51956,         722,       3895,       5340,      17733,      28161,     296048,      59093,     216059,      20896 
2014,  12880580,      47663,         685,       3081,       4159,      15299,      27520,     267385,      50008,     199926,      17451 

Estimated crime in Indiana

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,   6126743,      22734,         413,       1716,,       7171,      13434,     211548,      42758,     147291,      21499 
2002,   6156913,      22001,         362,       1843,,       6612,      13184,     208965,      42605,     146073,      20287 
2003,   6199571,      21842,         338,       1720,,       6401,      13383,     208039,      41582,     145686,      20771 
2004,   6226537,      20294,         316,       1803,,       6373,      11802,     211929,      42168,     148670,      21091 
2005,   6266019,      20302,         356,       1856,,       6809,      11281,     216778,      43756,     151278,      21744 
2006,   6313520,      20303,         361,       1811,,       7175,      10956,     217783,      45538,     150655,      21590 
2007,   6345289,      21310,         350,       1738,,       7845,      11377,     213887,      46485,     147999,      19403 
2008,   6376792,      21525,         322,       1711,,       7580,      11912,     213639,      48805,     147334,      17500 
2009,   6423113,      21455,         312,       1621,,       7347,      12175,     199907,      48880,     137190,      13837 
2010,   6490622,      20983,         268,       1760,,       6559,      12396,     199274,      48570,     137204,      13500 
2011,   6516353,      21619,         306,       1758,,       6977,      12578,     206016,      50571,     140630,      14815 
2012,   6537782,      22544,         307,       1661,,       6601,      13975,     197994,      47689,     136668,      13637 
2013,   6570713,      23627,         357,       1623,       2241,       7114,      13915,     187472,      42754,     130534,      14184 
2014,   6596855,      24099,         330,       1615,       2186,       6897,      14686,     174776,      36893,     124022,      13861 

Estimated crime in Iowa

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,   2931967,       7865,          50,         649,,       1154,       6012,      88634,      16885,      66244,       5505 
2002,   2935840,       8388,          44,         797,,       1169,       6378,      92877,      18643,      68411,       5823 
2003,   2941976,       8175,          50,         796,,       1131,       6198,      87554,      17515,      64400,       5639 
2004,   2952904,       8499,          44,         782,,       1160,       6513,      85775,      17928,      62214,       5633 
2005,   2965524,       8697,          40,         847,,       1153,       6657,      84370,      18147,      60723,       5500 
2006,   2982085,       8521,          55,         871,,       1309,       6286,      84202,      18160,      60998,       5044 
2007,   2988046,       8970,          39,         970,,       1328,       6633,      79133,      17176,      57018,       4939 
2008,   3002555,       8651,          77,         937,,       1249,       6388,      73273,      16598,      52299,       4376 
2009,   3007856,       8485,          38,         890,,       1201,       6356,      70080,      16419,      49757,       3904 
2010,   3050202,       8191,          38,         883,,       1012,       6258,      68740,      16746,      48194,       3800 
2011,   3064097,       7883,          44,         866,,         824,       6149,      72043,      17573,      50472,       3998 
2012,   3075039,       8167,          49,         901,,         962,       6255,      70357,      17201,      49116,       4040 
2013,   3092341,       8443,          41,         873,       1133,         937,       6332,      67976,      15918,      47803,       4255 
2014,   3107126,       8497,          60,         828,       1128,       1045,       6264,      65056,      14428,      46477,       4151 

Estimated crime in Kansas

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,   2702125,      10909,          92,         945,,       2423,       7449,     105537,      20514,      77038,       7985 
2002,   2711769,      10229,          78,       1035,,       2165,       6951,     100768,      19679,      73877,       7212 
2003,   2724786,      10831,         125,       1085,,       2247,       7374,     109276,      21973,      79471,       7832 
2004,   2733697,      10330,         122,       1142,,       1812,       7254,     109771,      20146,      81115,       8510 
2005,   2748172,      10701,         101,       1098,,       1795,       7707,     104588,      19028,      76222,       9338 
2006,   2764075,      11960,         125,       1279,,       1878,       8678,     104260,      20086,      75450,       8724 
2007,   2775997,      12730,         106,       1287,,       2022,       9315,     102961,      20461,      73900,       8600 
2008,   2802134,      11554,         113,       1226,,       1681,       8534,      94882,      19651,      67826,       7405 
2009,   2818747,      11460,         125,       1179,,       1786,       8370,      90930,      19473,      65499,       5958 
2010,   2859143,      10602,          97,       1146,,       1538,       7821,      89109,      19315,      63774,       6020 
2011,   2870386,      10209,         111,       1122,,       1448,       7528,      88655,      18712,      63259,       6684 
2012,   2885398,      10292,          85,       1105,,       1493,       7609,      91066,      18874,      65413,       6779 
2013,   2895801,       9928,         117,       1003,       1295,       1339,       7177,      85704,      17476,      61557,       6671 
2014,   2904021,      10123,          91,       1075,       1411,       1362,       7259,      79431,      15828,      56697,       6906 

Estimated crime in Kentucky

,,National or state crime,,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
2001,   4068816,      10510,         181,       1051,,       3269,       6009,     107356,      26964,      71448,       8944 
2002,   4089822,      11101,         191,       1087,,       3131,       6692,     108590,      26891,      72378,       9321 
2003,   4118189,      10232,         181,       1124,,       3224,       5703,     103370,      26034,      69083,       8253 
2004,   4141835,      10152,         236,       1238,,       3268,       5410,     105209,      25902,      70535,       8772 
2005,   4172608,      11134,         190,       1421,,       3690,       5833,     105608,      26458,      70354,       8796 
2006,   4206074,      11361,         173,       1312,,       3850,       6026,     109428,      27867,      72197,       9364 
2007,   4241474,      12329,         206,       1365,,       4068,       6690,     107987,      27820,      71489,       8678 
2008,   4269245,      12690,         201,       1457,,       4080,       6952,     114492,      29556,      77279,       7657 
2009,   4314113,      11000,         184,       1531,,       3642,       5643,     108914,      29880,      72938,       6096 
2010,   4347223,      10604,         188,       1438,,       3748,       5230,     111170,      30443,      74488,       6239 
2011,   4366814,      10465,         151,       1499,,       3705,       5110,     119037,      32750,      79586,       6701 
2012,   4379730,       9852,         201,       1312,,       3547,       4792,     112800,      29877,      76199,       6724 
2013,   4399583,       9280,         172,         951,       1646,       3247,       4215,     104448,      26331,      72048,       6069 
2014,   4413457,       9340,         160,         883,       1440,       3336,       4404,      99166,      23244,      69604,       6318 

